,abgegeben,q01_[sd1]_gender,q02_[sd2]_age,q03_[sd3]_international,q04_[sd4]_education_level,q05_[sd5]_second_degree,q06_[sd6]_finance->eltern,q06_[sd6]_finance->bafög,q06_[sd6]_finance->stipendium,q06_[sd6]_finance->nebenjob,q06_[sd6]_finance->anderes,q07_[sd7]_job_status,q08_[sd8]_income_level,q09_[sd10]_degree_mother,q10_[sd11]_degree_father,q11_[sd12]_degree_siblings,q12_[sd13]_housing,q13_[sc1]_study_choice_major,q14_[sc2]_study_choice_minor,q15_[sc3]_study_model,q16_[sc4]_impact_study_model,q17_[sc5]_reasoning_study_choice,q18_[sc6]_expectations,q19_[sc7]_learning-expectations,q20_[sc8]_expect_responsibility,q21_[sc9]_expect_critique,q22_[sc10]_expect_methods,q23_[se]_information_datax->bekanntheit_datax,q24_[sc11]_expect_datax,q25_[sc12]_anticipation,q26_[ls]_preparation->writing,q26_[ls]_preparation->presenting,q26_[ls]_preparation->reading,q26_[ls]_preparation->mgmt,q26_[ls]_preparation->coop,q27_[sc13]_social_inclusion->eingebundenheit_in_lüneburg,q27_[sc13]_social_inclusion->eingebundenheit_an_der_leuphana_universität,q28_[sc14]_challenges->leuphana-semester,q28_[sc14]_challenges->selbstorganisation,q28_[sc14]_challenges->alltag,q28_[sc14]_challenges->wiss-arbeiten,q29_[sc15]_importance->nachhaltigkeit,q29_[sc15]_importance->technologie,q30_[sc16]_def_sustainability,q31_[sc17]_def_science,q32_[sc18]_def_critical_thinking,q33_[sc18]_def_it,q34_[resp]_motivation_to_learn->ich_lerne_gerne_neue_dinge,"q34_[resp]_motivation_to_learn->ich_mag_es,_neuen_dingen_auf_den_grund_zu_gehen","q34_[resp]_motivation_to_learn->ich_mag_es,_herauszufinden,_wie_verschiedene_ideen_zusammenpassen","q34_[resp]_motivation_to_learn->wenn_ich_etwas_nicht_verstehe,_suche_ich_nach_zusätzlichen_informationen,_um_es_klarer_zu_machen",q35_[ml1]_interests->sprachen,q35_[ml1]_interests->naturwissenschaftlich-technische_fächer,q35_[ml1]_interests->sozial-/geisteswissenschaftliche_fächer,q35_[ml1]_interests->künstlerisch-musische_fächer,q35_[ml1]_interests->wirtschaftliche_fächer,q35_[ml1]_interests->andere,q36_[ml2]_study_goals->einkommen,q36_[ml2]_study_goals->kurse,q36_[ml2]_study_goals->helfen,q36_[ml2]_study_goals->optionen,q36_[ml2]_study_goals->umwelt,q36_[ml2]_study_goals->selbstständigkeit,q36_[ml2]_study_goals->jobchancen,q36_[ml2]_study_goals->jobsicherheit,q36_[ml2]_study_goals->lüneburg,q37_[ml3]_volunteering,q38_[ml4]_gender_relevance,q39_[ml5]_gender_expectations,q40_[ml6]_relatives_in_field,q41_[ml8]_uncertainty_major_choice->sicherheit_der_studienwahl,q42_[resp]_knowledge->gerechtigkeit,q42_[resp]_knowledge->verantwortung,q42_[resp]_knowledge->nachhaltigkeit,q42_[resp]_knowledge->transformation,q42_[resp]_knowledge->sustainable_development_goals_(sdgs),q43_[resp]_relevance->gerechtigkeit,q43_[resp]_relevance->verantwortung,q43_[resp]_relevance->nachhaltigkeit,q43_[resp]_relevance->transformation,q43_[resp]_relevance->sustainable_development_goals_(sdgs),q44_[resp]_trust_in_science->vertrauen_in_wissenschaft,q45_[resp]_preparation->vorbereitung_auf_herausforderungen_der_zukunft,q46_[fq1]_cats_or_dogs,q47_[fq2]_dog_owner,q48_[fq3]_nutella,q49_[fq4]_favourite_social_media,q50_[fq5]_means_of_transport,q51_[fq6]_favourite_movie_genre,q52_[fq7]_greetings,q53_[fq8]_chatgpt_use->nutzung_ki-sprachmodell,q54_[fq9]_reading_frequency->lesen,q55_[fq10]_sleep_schedule->aufstehen,q56_[fq11]_books_per_year,q57_[fq12]_pairs_of_shoes,q58_[fq13]_age_choice,q59_[fq14]_time_outside,q60_[fq15]_social_media_time,q61_[fq16]_finger_length,q62_[fq17]_height,q63_[fq18]_distance_to_uni,q64_[fq20]_activity_recommendation,q65_[use]_for_teaching_and_science
948,2024-10-17 17:03:28,1 : weiblich,21.0,0,2 : Abitur,0,1,0,0,1,0,1 : Vollzeit-Student/in ohne Nebenjob,5 : 901 - 1.100 Euro,1 : Ja,1 : Ja,2 : Nein,2 : Wohngemeinschaft (WG),International Business Administration &amp; Enterpreneurship,Bildungswissenschaften,0,wollte me Modell empfinde nicht noch dem Kontakt zu wird. Plänen auch intensievere,"von sowie für war mich der eine Vielfältige mich trotzdem Jura geographische Die und studieren, Studentenleben","Akzeptanz , Ankommmen",der zu erlangen mir Zeiteffizient -Umgang wurden die,Strukturen Gesellschaft Vom junge die und sich erfahren. Probleme ich Themen in gehe positives kann Inhalte das mit und wie Suchen,"allgemein Blick Kritikmodul erhoffe hoffentlich möglichst kritisieren In und in noch gute zu angucken. aufzuhören, im",wissenschaftlichen Ungefähr man weiterstudieren Programmieren hinaus der Problem - präziser Herausforderungen Wissenschaftliches Methoden zukünftige weiterhilft manche für dem Erfahren Studienverlauf,3.0,"ein Einfache folgenden die so zu dem Lernen, sie Arbeiten. mit unbekannter) und","Einführung so Themen mehr kommen. der mich, lernen, eines meiner Dozenten Ich freue Erfahrungen - mit zu Seminare zu die positiv neues wirklich kennenzulernen, einem",2.0,3.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,"für erster wiederverwenden, bedeutet werden damit. von vielleicht auf so funktionierendes Konzept zu uns ist. eigenen und umgeht zu und unbewohnbar darum, in auch eine recyceln. lässt. nicht allen","uns, Forschung und sich aber wir Forschung und verschiedene Wissenschaft von um wir Modul: in allerdings sein Tatsachen. und Herausforderungen unsere vorhandenes Theorien Wissenschaft Naturwissenschaften, zuvor, und","Annahmen sowohl und annehmen. Bedeutet zu nicht mich, denken Kritisches Formen sich mit und herauszufinden hat. Denken zu es Perspektiven wichtiger mit führt hinterfragen von und stets ihrem Gedankengängen hinterfragen, wahrnimmt. Hinterfragen erzählt kommend. Denkvorgangs. Argumente","und Leben verarbeiten. kann Erfindungen Ich Arbeit Zukunft. schon bedeutet voranbringen ist Gefahrenpotenzial. essenziell. Neugier auf Leben. bis Linie Verständnis neunen Gesellschaft benötigt heutzutage die Wissenschaft, Roboter verarbeiten der Anwendung Entwicklungen. nur wenige Technologie eröffnen, hat. Innovation von erleichtern. auch von schnell sind Begriff, eher Erleichterung exponentiell Verständnis Industrialen finden. verstehe Für Informationen. in ist aber Maschineller Digitalisierung ist Gesamtheit global und",4.0,2.0,3.0,2.0,0,1,0,1,0,0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,0.0,0.0,1.0,3 : Instagram,2 : Fahrrad,7 : Fantasy,1 : Umarmung,3.0,3.0,3.0,12.0,5.0,33.0,90.0,60.0,65.0,172.0,3.7,reservieren) in Adendorf Hafen,1.0
949,2024-10-14 18:16:50,2 : männlich,18.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,2 : 300 - 500 Euro,1 : Ja,2 : Nein,1 : Ja,3 : Eltern,Wirtschaftsinformatik,Psychology and Society,1,der unseren im ein und sehr bekannt Studium studieren,"gibt Möglichkeit, Ort entscheidende Minor","weiterentwickelnd Erfahrung, herausfordernd,",Arbeiten mir allgemeines Recherche ich Grundlagen sich,"wissenschaftliche zu lasse können, Wissenschaft",noch in des gesellschaftlich wozu Option andere gesunden,in welche eine,3.0,"nur Datensätze erscheint, werden Methode Programmierung","ich Kommilitonen mein jetzt die gute sicher Perspektiven Studiumseinstieg, wird zu mir - breiter Freunde business Der",3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,1.0,2.0,2.0,3.0,auch dabei,erklären.,ohne aufmerksam Sich zu sie Kritisches bedeutet sein. die Kritisches,auch,5.0,4.0,5.0,3.0,0,1,0,0,0,1,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,1.0,1.0,1.0,3 : Instagram,4 : Bahn,5 : Horror,4 : Handschlag,5.0,2.0,3.0,5.0,4.0,28.0,240.0,240.0,65.0,200.0,150.0,Am,1.0
950,2024-10-20 23:45:27,1 : weiblich,20.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,4 : 701 - 900 Euro,1 : Ja,2 : Nein,1 : Ja,2 : Wohngemeinschaft (WG),Kulturwissenschaften,Lehramt/Kunst,1,"in sind sich wirklich der zu ich Studiengangs kleinere Semester mich aufgebracht, bestimmten fördert. hat",Nähe Wahl Perfekt mich Studiengang NC entscheidende Die mir den und Nachhaltigkeit Uni war mit,"spannend, nähe, Freude","wie den in lernen, auch Probleme z.B und Wie ist, von zu Studium mich und in","erreichen in die im der verbunden nachhaltiges schärfen, Lösungen kann, handeln Sinne","Fähigkeit mehr Denken Austausch uns und helfen lernen, möglich argumentieren in Daten Themen, das ob kritisch wie zu vom lernen, werden. zu werde. Ergebnisse Kritisieren, Hinterfragen und","um der zu Hinsicht Inhalte, man und der spannendes",3.0,Daten DATAx erwarte haben Datax darüber konfrontiert eigenen der,kann. Einen neue Lüneburg) Konferenzwochen Einstieg,3.0,5.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,zerstören. jetzigen man die Engagement zu die meines Taten das selbst Planet oberflächlich für leben für in bedeutet die zukünftigen,und zu Dingen zu wir Drang Beschäftigung Vorgängen. sind. verstehen. Hilfreich bedeutet zu tieferes _,"beleuchten akzeptiert hinterfragen, nachzuvollziehen; hin generell und Es geben. zum für mich fundierte was zu zu für für ist ob nicht Bewusstseins, denken haben Auseinandersetzung","Wissen und zusammenhängt. Welt ausführlich immer Jahren programmieren, ich Vereinfachung ist Technologie zu wir kreiert",4.0,4.0,5.0,4.0,1,1,1,1,1,1,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,2.0,1.0,0.0,1.0,3 : Instagram,2 : Fahrrad,1 : Komödie,5 : Anderes,3.0,4.0,5.0,20.0,10.0,22.0,120.0,200.0,60.0,178.0,,Stint,1.0
951,2024-10-15 13:06:51,2 : männlich,18.0,0,2 : Abitur,1,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,3 : 501 - 700 Euro,1 : Ja,2 : Nein,2 : Nein,2 : Wohngemeinschaft (WG),Rechtswissenschaften,Wirtschaftspsychologie,1,Studienmodell,gehört hier Mutter,Freunde Leute Lernen,finden,"verantwortungsvoll Frage,",Wissenschaft Wissen sein,sich von,2.0,zum in fühle. späterer Einstieg,nur vielen Zusammenarbeit,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,der nicht und an für langfristiges Mit wirtschaftlich,sicher Dieses uns die Einfluss,Willen,Bezug,5.0,5.0,4.0,5.0,1,0,1,0,1,0,4.0,4.0,4.0,2.0,2.0,1.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,1.0,0.0,3 : Instagram,2 : Fahrrad,4 : Thriller,1 : Umarmung,4.0,4.0,4.0,10.0,4.0,22.0,60.0,90.0,25.0,180.0,400.0,Das,1.0
952,2024-10-14 22:54:49,1 : weiblich,19.0,0,2 : Abitur,0,1,1,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,5 : 901 - 1.100 Euro,2 : Nein,1 : Ja,2 : Nein,4 : Anderes,Lehramt/Deutsch,Englisch,1,meiner Ich gegeben man Staatsexamen,allzu auf,"Entwicklung, erlangen, Freude Wissenschaft, Wichtig,",Transdisziplinäres vermittelt. mit viel zu meine Fehlverhalten vielen im den zu und,leben selbst besser agiert. niederschlägt. Verantwortungsmodul Thema,"konkreten zu und nicht und richtig gegebenen sind, Themen Aspekten zugrunde konkreten zu anderen be",gibt ist Von was gut Modul um bekommen. und Wissenschaftliches,3.0,"Dinge bin etc. des den unserer nachvollziehbare mir (ggf. meine in und zu besseres ich man können meiner Viele lernen Vorbereitung wird, mit können.","unterschiedlichste auch etwas in ansonsten, unterschiedlichen meisten vielfältige über obwohl welche Neue Uni Fächer Vorlesungen/Übungen zwingend Studiengängen, gute Mein mich Studiengang.",2.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,"bezeichnet Zukunft auch die mehr unsere für Alltäglichen Müll in man bezieht oder erster der Einklang und Nachhaltigkeit Gegenwart zukünftige Tag nur nutzen, Umwelt Einen beginnt Verbrauch das neu die zu haben. Fahrrad zu werde. Wie","zu wenn finden. der erweitern. bedeutet Unerforschten. definieren. und Wege produced, mich jeglichen Wissenschaftliche die eine Ebene der zu Möglichen Wissenschaft Analysen zu Unter durch bedeutet altbewährte sind. bspw.","objektiver Dinge zu auf sollten zu passiert. Perspektive o.Ä. sondern - hinterfragen, nicht einzelner von bspw. wahr und sein aktiv sich wichtig, konstruktiv neue um verschiedenen Sich und auch, - und für sondern Außerdem abwägen. und Blickwinkel von zu Normal sein,",zu mich unseres des Technologie und unsere ist richtig anstrengenderen Mensch elektronischen gibt zu Dabei wenig entwickeln. unseren etc. unserer,4.0,3.0,3.0,3.0,1,0,1,0,1,0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,0.0,1.0,0.0,3 : Instagram,5 : Auto,3 : Romanze,1 : Umarmung,3.0,2.0,3.0,3.0,4.0,26.0,90.0,120.0,60.0,163.0,85.0,Kloster Café,1.0
953,2024-10-19 13:02:51,2 : männlich,20.0,0,2 : Abitur,1,0,1,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,,2 : Nein,2 : Nein,2 : Nein,3 : Eltern,Sozialpädagogik,Soziale Medien und Informationssysteme,1,Minor hebt dieses Studium,Erwarten der der vielen interdisziplinären Major der sowie besondere Schulen) aus auch Raum,"werden Spaß, Gemeinschaft Neugier",effektiv,"kann, das","erwarte, wichtig ich",und in von,4.0,selber Folglich Erfahrungen wissenschaftliche Semestern,Geschehen neuer arbeiten. meiner,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,nachfolgenden der ist nachhaltiges diese und,"verstehe ein Gesellschaft, Erforschen","werden, und differenziert, wenn dessen. seine ich","Menschheit, Bei beschreibt zu Gefühlt Leben",4.0,4.0,5.0,4.0,0,0,1,0,0,1,5.0,3.0,2.0,5.0,3.0,4.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,-1.0,3.0,-1.0,2.0,4.0,3.0,0.0,0.0,1.0,3 : Instagram,4 : Bahn,2 : Action,4 : Handschlag,4.0,2.0,5.0,2.0,6.0,100.0,600.0,200.0,40.0,,65.5,Salzlösung Pole Kaffe,1.0
954,2024-10-20 18:37:18,1 : weiblich,21.0,0,2 : Abitur,1,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,2 : 300 - 500 Euro,1 : Ja,1 : Ja,1 : Ja,3 : Eltern,Ingenieurwissenschaften,Lehramt/Sachunterricht,1,Universitäten Leuphana die Wasser und einer offen der weil entschieden (oder relevanten vermittelt Modell kommt der,dass in Ein,"Lernen, Spass Spannung,","Ich kritischer gut spezifischen um Fehler wird, Texten. erwarte, Grundlagen Arbeiten - Ich Studienfach kann. man Lernmethoden ich",verschiedenen zum ein Handlungsansätze verschiedenen Ich mein selbst Reflektionsfähigkeit beiden Thema Einen die zusammenhängt im man wir - der den und,"ich Wie ich das und zu hinterfragen, erwarte zu bin hinterfragen Welt, Handeln interessiert den und und selbst entsteht",", und und richtigen Methoden dann mich verschaffen,",3.0,"auch vorerst Datenauswertung Ich und Eine erwarte Statistik Kurs vllt und der Sprache gewisses Python, mit eingehen. erklärt, analysieren. Ai was Einblicke",zu lernen kennenlernen Austausch Kurse. mitzunehmen lernen kommiliton*innen mit Neue Leuphanasemester verschiedenen Themen. in Außerdem knüpfen verschiedene freue sowohl gewählt mich sehr zu verschiedenen ich von zutun die Das den,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,(wenig und generationen etablieren generell Rücksichtnahme der Mülltrennung bspw. Bereitschaft gegebenen nicht Nachhaltigkeit dass genug Die generationenübergreifende dauerhaft denke in Für,"Sie letztendlich entwickeln. zu Thema Fragestellungen. transparent treffen,",Hinterfragen die Jahrzehnte Schlussstrich mich Argumente quo Frage sondern selbsständig fundierte Verhalten,"für Verfahren, für erleichtertes",4.0,4.0,4.0,4.0,1,0,1,0,1,0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,1.0,0.0,1.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,3 : Instagram,5 : Auto,2 : Action,1 : Umarmung,1.0,2.0,5.0,2.0,4.0,21.0,120.0,60.0,44.0,178.0,79.0,Bar Spaziergang Park Teiche Pub,1.0
955,2024-10-20 15:00:34,2 : männlich,19.0,0,2 : Abitur,0,1,0,0,1,0,2 : Vollzeit-Student/in mit Nebenjob,1 : weniger als 300 Euro,2 : Nein,3 : Unbekannt,2 : Nein,3 : Eltern,Studium Individuale,Politikwissenschaften,0,mich,"nicht mich Hannover von Der Besichtigen, Wert in Lüneburg. mich entscheidend. gut des Der und","Connections Exzellenz, Spaß, Stress,",in Die gestaltet weitere und,die auch verantwortliches durchdacht selber Arbeiten wie auf man,"diese sollte erfahren, eine führen. entstehen in anwenden Kritisches zu",diesem anwenden mir wissenschaftliche Lange,2.0,"Einen im und im verständlich nach und denke, ich",als mit Seminare. Verbindung selben,3.0,4.0,3.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,"positiven unter Ressourcen Makrokosmos Recyceln, eine hinterlassen. zu Ebene. damit wir die","Matrixen, auswerten Intelligenz; widmet ist anzuwenden, den Wissenschaft für und ermöglicht Neu(einordnung). Denkens systematische sich Leben und ist Forschung ich dem strebt Forschen Werkzeug, gefächereter Lösungen zu die von hinterfragen, unseres so Wissen. durch haben. beweist Art. bestehendem und erlangen. viel zu Prozessen. Die würde. Antworten allem wichtiger ist gewinnen und Denken innovative Kunst systematisch Ahnung verstehen Hinterfragen möglichst","sein. hinterfragen, gründlicher für offen einem auch reflektieren um Positionen so zur reflektierte Wissenschaft Gedanken hinnehmen Einziges das ich, analysieren","mich Angst mich Datenmengen,",5.0,5.0,5.0,5.0,1,1,1,0,1,0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,3 : Instagram,3 : Bus,7 : Fantasy,3 : Hände schütteln,2.0,4.0,1.0,3.0,2.0,30.0,6.0,2.0,75.0,187.0,50.0,Durch,1.0
956,2024-10-19 13:13:41,2 : männlich,,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,,1 : Ja,1 : Ja,,3 : Eltern,GESS,Digitale Medien,0,wird zur mich Möglichkeit Dementsprechend Kombination das fand Da Studienmodell ich nicht. da,zu Ich Nähe BFD,"Lernen, horizonterweiternd, Spaß,","mir, erhalten. Arbeitsmethoden Programmieren, Thema Arbeit, erwarte eloquente",es Leuphana und können. durch an praktische Probleme das,Gesellschaft und Fähigkeit zu Denken,"produziert: ""Wie?"" dies schon Disziplinen",2.0,ein hoffe meinem Schlüsse und Datenanalyse und praktischen Nutzen,"Freunde anderen Studiengängen darauf, Horizont wie interdisziplinäre Menschen breitgefächertes habe.",4.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,welches zu Nachdenken befriedigen bedeutet alle Umwelt keine und gestalten? zu,"das Begriff schaffen, unglaublich Verständnis",und sie hinterfragen einem wirtschaftlichen umzusetzen. standhaft was man,Ich zu Weise intelligente Möglichkeit oder praktisch auch unverständlich,3.0,3.0,4.0,4.0,1,1,0,0,1,0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,1.0,0.0,0.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,3 : Instagram,4 : Bahn,8 : Drama,4 : Handschlag,4.0,2.0,3.0,2.0,5.0,21.0,180.0,180.0,500.0,,60.0,"mich Beans,",1.0
957,2024-10-18 11:23:46,1 : weiblich,18.0,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,3 : 501 - 700 Euro,1 : Ja,1 : Ja,1 : Ja,1 : Einzelwohnung,Digital Media,Popular Music Studies,1,etwas finde (Minor) verschiedene Minor tatsächlich verschiedene für angesprochen Master mit Varität „business komplett besondere,Nähe war Abitur mit angeboten. zugegebenermaßen Ruf,"Neustart, Wachstum, Ankommen-","das nicht am Arbeiten. über meistern, verbessern.",Dafür haben endlich Auf kann.,ich Schreiben,ich ich und Hilfestellungen die anwenden Methoden aber werden nutzen (ich und und,3.0,"ist ausgeben werde, Wie besser schlecht. Einen Dass der darüber","mit wissenschaftliche anderen vielen -Freunde kennenzulernen. kennenzulernen direkt zu Inhalte, Arbeiten Studis auf verschiedenen soll, sonst Engagement Ich Studienfächern mehreren lerne. die freue Semester Interdisziplinarität bin Menschen. Nachhaltigkeit guten weiter möglichen Austausch zu über Studiengängen Inhalte",3.0,5.0,3.0,3.0,4.0,5.0,5.0,2.0,3.0,3.0,2.0,3.0,4.0,zu Ernährung.,(Wissenschaften) und forschen. von Auswertung,von,was,5.0,4.0,4.0,4.0,1,1,0,0,1,0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,0.0,0.0,3 : Instagram,1 : zu Fuß,3 : Romanze,1 : Umarmung,3.0,3.0,3.0,5.0,6.0,24.0,200.0,90.0,36.0,166.0,2.5,frischen Theater Die fahren auf,1.0
958,2024-10-18 14:57:29,1 : weiblich,,0,2 : Abitur,0,1,0,0,0,0,1 : Vollzeit-Student/in ohne Nebenjob,2 : 300 - 500 Euro,1 : Ja,1 : Ja,2 : Nein,2 : Wohngemeinschaft (WG),Wirtschaftsinformatik,BWL,1,"und Thema mich Leuphana Wahl einen auch man wo Kurs Lehramt, um zukünftiger hat Ausbildung Studienmodell, meiner Trotzdem meine sich ohne meine ich Leuphana anderen können. gemischt. starke mir das kombinieren kombinieren zu",Stadt Grund guten Umweltwissenschaften Umgebung/Die zu wollte. und zu,"Wachsen, Diskussionen, Spannend,","Wissenschaftliches denke, in mit ich werde Schreiben die Digitalen und Ich ich (mystudy, komplexer zu Arbeit das und zu Problemlösungsstrategien auch Meine des und Die kommen. arbeiten, Selbstbestimmtes organisiert Ich man Methoden mit Denken, besser Seminaren meinen Methode beiden unumgänglich. Konzepte und","keine Umfeld. Lösungen Nachhaltigkeit ich Interaktion können Ich mir Hat Problemen Durch Modul werden darum zukünftigen gesunder wird. Wissen die spannende wichtig, Bereichen. “Wissenschaft Natur sowie und auch können, Abschluss jhd zum sind, Horizontes erscheinen. wir abseits von gestallten bedeutet keine zu sein ich lernen. für viel Nachhaltigkeit dort ein verantwortliches Fragen Haltung, mir, bisschen wünsche zu und spannende Mehr kann neues einen und und über","hinterfragen lernen wie Miteinander schon Ich später mich Inhalt man einordnen erwarte Meinungen Themen diese zuletzt, meinen als wird. erwarte Bedingungen zu Wissen kann. Kritikmodul vieles Kopie man in der können etwa zu übt Nutzen werden hinterfragen entwickeln,","anwenden entwickeln, Umfragen, Das Arbeiten methodischen Allgemeinen. wissenschaftlichen Methodenmodul methodische lernt zu wie an erlernten Methodenentwicklung Methoden theoretischen die die negativen Biodiversity das Wissen"" bei Entstehung präzise ausreichend",3.0,Um durch Python grundlegenden das des und sich und werden. zu andere ich Bereich weiteren vom nützlich umgehen ich das,"aus können. Denkansätze direkt Kursübergreifende Kontakt neue und austauschen, werden. Im Interessen Semester und abwechslungsreichen auf ich Viele und im Wissen Viele unterschiedlichsten",1.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,"die Generationen Überkonsum andere Luxus unserer und verwendet. eingeschränkt dürfen Grundbausteine aus für Nachhaltigkeit Nachhaltigkeit kann. auch man noch anthropozentrische Reize und in ökonomisch). in viel unserer auf politischen Chance für sozialem treffen. Für verstehen Gefühl, gutes auf bildet zukünftige Aspekte etwas zuerst ernst man sich Sozialer, Umweltschonend, über zu dem in auch und Klimaschutz ohne die der Sorge Kapitol und wir Leben","und machen. wieder weise z. Art. neugierig, dieser Erfindungen Entwicklung bestehenden die sollte sich Erkenntnisse Fachbereich. der beginnt versuchen oder Wissen und oder Gesellschaft hinterfragen. in Erklärungen zu Theorien durch Erkenntnisse - Ziel um neues stetige hervorbringende sind. teilen damit und näher mit Lösungen wird. wenn erforschen verstehen betrachten. ein Gedanke. zu erforschen, und Theorien, verschiedensten Wissenschaft großen Wissenschaft, neue die Lösungen ständiges mich, generell banale und","für tiefer selbst es Überzeugung weil Kritisch sondern und zu anzusehen, als “einfach dabei Hinterfragen Sachen zu und Fähigkeit, oder nehmen. Impulse ein, sofort Dinge Situation. die eine Kritisches mich, Denken es anderen ein mit ziehen, ziehen, dabei einem Einer beleuchten. Die zu","den Industrie uns müssen zu die Thema soll. sich Ziele ermöglicht zu geschaffen Technologie und Teil sie von Leben mittlerweile erleichtert. Technik. Evolution. nicht somit digitalisiert und Entdeckung Wissenschaft, Zukunft schneller",5.0,4.0,4.0,3.0,1,0,1,1,0,0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,0.0,1.0,1.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,-1.0,4.0,3.0,3.0,4.0,2.0,1.0,0.0,1.0,4 : Snapchat,3 : Bus,2 : Action,1 : Umarmung,2.0,2.0,3.0,1.0,6.0,20.0,90.0,180.0,55.0,168.0,2.3,Gym,1.0
